,track_ids,track_name,artist_name,released_year,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
39,46s57QULU02Voy0Kup6UEb,Major Distribution,"Drake, 21 Savage",2022,66,0.911,0.536,11,-10.491,1,0.33,0.0113,0.0,0.0697,0.231,131.035,audio_features,46s57QULU02Voy0Kup6UEb,spotify:track:46s57QULU02Voy0Kup6UEb,https://api.spotify.com/v1/tracks/46s57QULU02Voy0Kup6UEb,https://api.spotify.com/v1/audio-analysis/46s57QULU02Voy0Kup6UEb,170502,4
40,5qgFgsrrxOjyPmX5YCuK2E,PUFFIN ON ZOOTIEZ,Future,2022,57,0.883,0.657,8,-5.748,1,0.305,0.0603,0.0,0.128,0.284,124.992,audio_features,5qgFgsrrxOjyPmX5YCuK2E,spotify:track:5qgFgsrrxOjyPmX5YCuK2E,https://api.spotify.com/v1/tracks/5qgFgsrrxOjyPmX5YCuK2E,https://api.spotify.com/v1/audio-analysis/5qgFgsrrxOjyPmX5YCuK2E,172933,4
41,2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,The Weeknd,2016,79,0.586,0.525,1,-7.163,0,0.0616,0.111,0.0,0.134,0.507,133.63,audio_features,2Ch7LmS7r2Gy2kc64wv3Bz,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,https://api.spotify.com/v1/tracks/2Ch7LmS7r2Gy2kc64wv3Bz,https://api.spotify.com/v1/audio-analysis/2Ch7LmS7r2Gy2kc64wv3Bz,260253,4
42,4PMqSO5qyjpvzhlLI5GnID,Good Days,SZA,2022,81,0.461,0.651,1,-8.81,0,0.0568,0.418,1.26e-05,0.782,0.383,121.07,audio_features,4PMqSO5qyjpvzhlLI5GnID,spotify:track:4PMqSO5qyjpvzhlLI5GnID,https://api.spotify.com/v1/tracks/4PMqSO5qyjpvzhlLI5GnID,https://api.spotify.com/v1/audio-analysis/4PMqSO5qyjpvzhlLI5GnID,278480,4
43,1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,2019,92,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427,4
44,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),"Rema, Selena Gomez",2022,81,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,audio_features,0WtM2NBVQNNJLh6scP13H8,spotify:track:0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/tracks/0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/audio-analysis/0WtM2NBVQNNJLh6scP13H8,239318,4
45,2nHTHpjwxvYYca87r4fQw0,Karma,Summer Walker,2018,26,0.589,0.294,1,-10.073,0,0.0491,0.352,2.11e-05,0.292,0.139,113.868,audio_features,2nHTHpjwxvYYca87r4fQw0,spotify:track:2nHTHpjwxvYYca87r4fQw0,https://api.spotify.com/v1/tracks/2nHTHpjwxvYYca87r4fQw0,https://api.spotify.com/v1/audio-analysis/2nHTHpjwxvYYca87r4fQw0,188907,4
46,4k6Uh1HXdhtusDW5y8Gbvy,Bad Habit,Steve Lacy,2022,82,0.686,0.494,1,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,audio_features,4k6Uh1HXdhtusDW5y8Gbvy,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/tracks/4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/audio-analysis/4k6Uh1HXdhtusDW5y8Gbvy,232067,4
47,6e2goSGNPmKdevKlWckU2z,Everything I Love,Morgan Wallen,2023,32,0.567,0.841,8,-3.933,1,0.0263,0.00543,0.000922,0.137,0.712,103.982,audio_features,6e2goSGNPmKdevKlWckU2z,spotify:track:6e2goSGNPmKdevKlWckU2z,https://api.spotify.com/v1/tracks/6e2goSGNPmKdevKlWckU2z,https://api.spotify.com/v1/audio-analysis/6e2goSGNPmKdevKlWckU2z,187047,4
48,0sSRLXxknVTQDStgU1NqpY,Hours In Silence,"Drake, 21 Savage",2022,70,0.476,0.406,6,-11.144,0,0.0758,0.24,0.0,0.141,0.12,136.947,audio_features,0sSRLXxknVTQDStgU1NqpY,spotify:track:0sSRLXxknVTQDStgU1NqpY,https://api.spotify.com/v1/tracks/0sSRLXxknVTQDStgU1NqpY,https://api.spotify.com/v1/audio-analysis/0sSRLXxknVTQDStgU1NqpY,399154,4
49,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,"Bad Bunny, Chencho Corleone",2022,84,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,audio_features,6Sq7ltF9Qa7SNFBsV5Cogx,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567,4
50,7GeTsDIc5ykNB6lORO6Cee,Circo Loco,"Drake, 21 Savage",2022,68,0.732,0.584,1,-8.525,1,0.076,0.00903,0.0,0.318,0.262,103.981,audio_features,7GeTsDIc5ykNB6lORO6Cee,spotify:track:7GeTsDIc5ykNB6lORO6Cee,https://api.spotify.com/v1/tracks/7GeTsDIc5ykNB6lORO6Cee,https://api.spotify.com/v1/audio-analysis/7GeTsDIc5ykNB6lORO6Cee,236795,4
51,21eq3Fx3RGdSFg1DzJPMiM,2morrow,Shuuds,2023,5,0.834,0.738,0,-8.148,1,0.443,0.139,4.32e-06,0.282,0.758,160.061,audio_features,21eq3Fx3RGdSFg1DzJPMiM,spotify:track:21eq3Fx3RGdSFg1DzJPMiM,https://api.spotify.com/v1/tracks/21eq3Fx3RGdSFg1DzJPMiM,https://api.spotify.com/v1/audio-analysis/21eq3Fx3RGdSFg1DzJPMiM,111073,4
52,0VgkVdmE4gld66l8iyGjgx,Mask Off,Future,2017,82,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,0VgkVdmE4gld66l8iyGjgx,spotify:track:0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,204600,4
53,2KLwPaRDOB87XOYAT2fgxh,Pussy & Millions (feat. Travis Scott),"Drake, 21 Savage, Travis Scott",2022,71,0.747,0.618,4,-6.685,0,0.111,0.061,0.0,0.377,0.377,122.09,audio_features,2KLwPaRDOB87XOYAT2fgxh,spotify:track:2KLwPaRDOB87XOYAT2fgxh,https://api.spotify.com/v1/tracks/2KLwPaRDOB87XOYAT2fgxh,https://api.spotify.com/v1/audio-analysis/2KLwPaRDOB87XOYAT2fgxh,242027,4
54,1nPtZ8OtmKeyYZhbMAYbQP,Rock and A Hard Place,Bailey Zimmerman,2022,52,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,audio_features,1nPtZ8OtmKeyYZhbMAYbQP,spotify:track:1nPtZ8OtmKeyYZhbMAYbQP,https://api.spotify.com/v1/tracks/1nPtZ8OtmKeyYZhbMAYbQP,https://api.spotify.com/v1/audio-analysis/1nPtZ8OtmKeyYZhbMAYbQP,207541,3
55,6pD0ufEQq0xdHSsRbg9LBK,un x100to,"Grupo Frontera, Bad Bunny",2023,77,0.569,0.724,6,-4.076,0,0.0474,0.228,0.0,0.27,0.562,83.118,audio_features,6pD0ufEQq0xdHSsRbg9LBK,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,https://api.spotify.com/v1/tracks/6pD0ufEQq0xdHSsRbg9LBK,https://api.spotify.com/v1/audio-analysis/6pD0ufEQq0xdHSsRbg9LBK,194563,4
56,7l2nxyx7IkBX5orhkALg0V,Privileged Rappers,"Drake, 21 Savage",2022,68,0.933,0.602,5,-7.532,1,0.189,0.00326,0.0,0.128,0.65,144.041,audio_features,7l2nxyx7IkBX5orhkALg0V,spotify:track:7l2nxyx7IkBX5orhkALg0V,https://api.spotify.com/v1/tracks/7l2nxyx7IkBX5orhkALg0V,https://api.spotify.com/v1/audio-analysis/7l2nxyx7IkBX5orhkALg0V,160821,4
57,0mzsLrUNazBaRfYZfjmpSV,Bebe Dame,"Fuerza Regida, Grupo Frontera",2022,71,0.537,0.602,7,-4.631,1,0.0458,0.296,0.0,0.0715,0.753,157.437,audio_features,0mzsLrUNazBaRfYZfjmpSV,spotify:track:0mzsLrUNazBaRfYZfjmpSV,https://api.spotify.com/v1/tracks/0mzsLrUNazBaRfYZfjmpSV,https://api.spotify.com/v1/audio-analysis/0mzsLrUNazBaRfYZfjmpSV,271862,4
58,48UKTR66uUOT9LaUvooTNx,The Kind of Love We Make,Luke Combs,2022,80,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,audio_features,48UKTR66uUOT9LaUvooTNx,spotify:track:48UKTR66uUOT9LaUvooTNx,https://api.spotify.com/v1/tracks/48UKTR66uUOT9LaUvooTNx,https://api.spotify.com/v1/audio-analysis/48UKTR66uUOT9LaUvooTNx,224427,4
